symbol,name,currency,exchange,mic_code,country,type
APOG,Apogee Enterprises Inc,USD,NASDAQ,XNGS,United States,Common Stock
APP,AppLovin Corporation,USD,NASDAQ,XNGS,United States,Common Stock
APPF,Appfolio Inc,USD,NASDAQ,XNMS,United States,Common Stock
APPH,"AppHarvest, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
APPHW,"AppHarvest, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
APPN,Appian Corp,USD,NASDAQ,XNMS,United States,Common Stock
APPS,Digital Turbine Inc,USD,NASDAQ,XNCM,United States,Common Stock
APRE,Aprea Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock
APTM,Alpha Partners Technology Merger Corp.,USD,NASDAQ,XNCM,United States,Common Stock
APTMU,Alpha Partners Technology Merger Corp.,USD,NASDAQ,XNCM,United States,Unit
APTO,Aptose Biosciences Inc,USD,NASDAQ,XNCM,United States,Common Stock
APTX,Aptinyx Inc,USD,NASDAQ,XNCM,United States,Common Stock
APVO,Aptevo Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock
APWC,Asia Pacific Wire & Cable Corp Ltd,USD,NASDAQ,XNCM,United States,Common Stock
APXI,APx Acquisition Corp. I,USD,NASDAQ,XNMS,United States,Common Stock
APXIU,APx Acquisition Corp. I Unit,USD,NASDAQ,XNMS,United States,Unit
APXIW,APx Acquisition Corp. I,USD,NASDAQ,XNMS,United States,Common Stock
APYX,Apyx Medical Corp,USD,NASDAQ,XNGS,United States,Common Stock
AQB,AquaBounty Technologies Inc,USD,NASDAQ,XNCM,United States,Common Stock
AQMS,Aqua Metals Inc,USD,NASDAQ,XNCM,United States,Common Stock
AQST,Aquestive Therapeutics Inc,USD,NASDAQ,XNMS,United States,Common Stock
AQU,Aquaron Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
AQUNR,Aquaron Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
AQUNU,Aquaron Acquisition Corp,USD,NASDAQ,XNCM,United States,Unit
ARAV,Aravive Inc,USD,NASDAQ,XNGS,United States,Common Stock
ARAY,Accuray Inc,USD,NASDAQ,XNGS,United States,Common Stock
ARBE,Arbe Robotics Ltd.,USD,NASDAQ,XNCM,United States,Common Stock
ARBEW,Arbe Robotics Ltd.,USD,NASDAQ,XNMS,United States,Common Stock
ARBG,Aequi Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
ARBGU,Aequi Acquisition Corp.,USD,NASDAQ,XNCM,United States,Unit
ARBGW,Aequi Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
ARBK,Argo Blockchain plc American Depositary Shares,USD,NASDAQ,XNGS,United States,Common Stock
ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026,USD,NASDAQ,XNMS,United States,Preferred Stock
ARCB,ArcBest Corp,USD,NASDAQ,XNGS,United States,Common Stock
ARCE,Arco Platform Ltd,USD,NASDAQ,XNGS,United States,Common Stock
ARCK,Arbor Rapha Capital Bioholdings Corp. I,USD,NASDAQ,XNMS,United States,Common Stock
ARCKU,Arbor Rapha Capital Bioholdings Corp. I Units,USD,NASDAQ,XNMS,United States,Unit
ARCKW,Arbor Rapha Capital Bioholdings Corp. I,USD,NASDAQ,XNMS,United States,Common Stock
ARCT,Arcturus Therapeutics Holdings Inc,USD,NASDAQ,XNMS,United States,Common Stock
ARDS,Aridis Pharmaceuticals Inc,USD,NASDAQ,XNCM,United States,Common Stock
ARDX,Ardelyx Inc,USD,NASDAQ,XNMS,United States,Common Stock
AREB,"American Rebel Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
AREBW,"American Rebel Holdings, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
AREC,American Resources Corp,USD,NASDAQ,XNCM,United States,Common Stock
ARGX,Argenx SE,USD,NASDAQ,XNGS,United States,Depositary Receipt
ARHS,"Arhaus, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
ARIZ,Arisz Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
ARIZR,Arisz Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
ARIZU,Arisz Acquisition Corp.,USD,NASDAQ,XNMS,United States,Unit
ARIZW,Arisz Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
ARKO,Arko Corp.,USD,NASDAQ,XNCM,United States,Common Stock
ARKOW,Arko Corp.,USD,NASDAQ,XNCM,United States,Common Stock
ARKR,Ark Restaurants Corp,USD,NASDAQ,XNMS,United States,Common Stock
ARLP,Alliance Resource Partners LP,USD,NASDAQ,XNGS,United States,Limited Partnership
AROW,Arrow Financial Corp,USD,NASDAQ,XNGS,United States,Common Stock
ARPO,Aerpio Pharmaceuticals Inc,USD,NASDAQ,XNAS,United States,Common Stock
ARQQ,Arqit Quantum Inc.,USD,NASDAQ,XNCM,United States,Common Stock
ARQQW,Arqit Quantum Inc.,USD,NASDAQ,XNMS,United States,Common Stock
ARQT,Arcutis Biotherapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock
ARRW,Arrowroot Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
ARRWU,Arrowroot Acquisition Corp.,USD,NASDAQ,XNCM,United States,Unit
ARRWW,Arrowroot Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
ARRY,Array BioPharma Inc,USD,NASDAQ,XNMS,United States,Common Stock
ARTA,Artisan Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
ARTE,Artemis Strategic Investment Corporation,USD,NASDAQ,XNMS,United States,Common Stock
ARTEU,Artemis Strategic Investment Corporation,USD,NASDAQ,XNMS,United States,Unit
ARTEW,Artemis Strategic Investment Corporation,USD,NASDAQ,XNMS,United States,Common Stock
ARTL,Artelo Biosciences Inc,USD,NASDAQ,XNCM,United States,Common Stock
ARTLW,"Artelo Biosciences, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
ARTNA,Artesian Resources Corp,USD,NASDAQ,XNGS,United States,Common Stock
ARTW,Art's-Way Manufacturing Co Inc,USD,NASDAQ,XNCM,United States,Common Stock
ARVL,China Infrastructure Investment Corp,USD,NASDAQ,XNGS,United States,Common Stock
ARVN,Arvinas Inc,USD,NASDAQ,XNGS,United States,Common Stock
ARWR,Arrowhead Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock
ARYD,ARYA Sciences Acquisition Corp IV,USD,NASDAQ,XNCM,United States,Common Stock
ARYE,ARYA Sciences Acquisition Corp V,USD,NASDAQ,XNCM,United States,Common Stock
ASCA,A SPAC I Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
ASCAR,A SPAC I Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
ASCAU,A SPAC I Acquisition Corp,USD,NASDAQ,XNCM,United States,Unit
ASCAW,A SPAC I Acquisition Corp.,USD,NASDAQ,XNGS,United States,Common Stock
ASCB,A SPAC II Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock
ASCBR,A SPAC II Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock
ASCBU,A SPAC II Acquisition Corporation,USD,NASDAQ,XNMS,United States,Common Stock
ASCBW,A SPAC II Acquisition Corporation,USD,NASDAQ,XNGS,United States,Common Stock
ASLE,AerSale Corporation,USD,NASDAQ,XNCM,United States,Common Stock
ASLN,Aslan Pharmaceuticals Ltd,USD,NASDAQ,XNCM,United States,Depositary Receipt
ASMB,Assembly Biosciences Inc,USD,NASDAQ,XNGS,United States,Common Stock
ASML,ASML Holding NV,USD,NASDAQ,XNGS,United States,Depositary Receipt
ASND,Ascendis Pharma A-S,USD,NASDAQ,XNGS,United States,Depositary Receipt
ASNS,"Actelis Networks, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
ASO,Academy Sports & Outdoors Inc,USD,NASDAQ,XNGS,United States,Common Stock
ASPA,"Abri SPAC I, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
ASPAU,"Abri SPAC I, Inc.",USD,NASDAQ,XNCM,United States,Unit
ASPAW,"Abri SPAC I, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
ASPI,Aspire Real Estate Investors Inc,USD,NASDAQ,XNCM,United States,Common Stock
ASPS,Altisource Portfolio Solutions SA,USD,NASDAQ,XNGS,United States,Common Stock
ASPU,Aspen Group Inc-CO,USD,NASDAQ,XNMS,United States,Common Stock
ASRT,Assertio Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock
ASRV,AmeriServ Financial Inc,USD,NASDAQ,XNMS,United States,Common Stock
ASST,Asset Entities Inc.,USD,NASDAQ,XNCM,,Common Stock
ASTC,Astrotech Corp,USD,NASDAQ,XNCM,United States,Common Stock
ASTE,Astec Industries Inc,USD,NASDAQ,XNGS,United States,Common Stock
ASTI,"Ascent Solar Technologies, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
ASTL,Algoma Steel Group Inc.,USD,NASDAQ,XNMS,United States,Common Stock
ASTLW,Algoma Steel Group Inc.,USD,NASDAQ,XNMS,United States,Common Stock
ASTR,"Astra Space, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
ASTS,"AST SpaceMobile, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
ASTSW,"AST SpaceMobile, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
ASUR,Asure Software Inc,USD,NASDAQ,XNCM,United States,Common Stock
ASYS,Amtech Systems Inc,USD,NASDAQ,XNGS,United States,Common Stock
ATAI,ATA Inc-China,USD,NASDAQ,XNMS,United States,Depositary Receipt
ATAK,Aurora Technology Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
ATAKR,Aurora Technology Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
ATAKU,Aurora Technology Acquisition Corp,USD,NASDAQ,XNMS,United States,Unit
ATAKW,Aurora Technology Acquisition Corp.,USD,NASDAQ,XNMS,United States,Common Stock
ATAT,Atour Lifestyle Holdings Limited,USD,NASDAQ,XNGS,United States,Common Stock
ATAX,America First Multifamily Investors LP,USD,NASDAQ,XNGS,United States,Limited Partnership
ATCOL,Atlas Corp.,USD,NASDAQ,XNMS,United States,Common Stock
ATCX,Atlas Technical Consultants Inc,USD,NASDAQ,XNMS,United States,Common Stock
ATEC,Alphatec Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
ATER,"Aterian, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
ATEX,pdvWireless Inc,USD,NASDAQ,XNCM,United States,Common Stock
ATHA,Athira Pharma Inc,USD,NASDAQ,XNGS,United States,Common Stock
ATHE,Alterity Therapeutics ltd,USD,NASDAQ,XNCM,United States,Depositary Receipt
ATHX,Athersys Inc,USD,NASDAQ,XNCM,United States,Common Stock
ATIF,ATIF Holdings Ltd,USD,NASDAQ,XNCM,United States,Common Stock
ATLC,Atlanticus Holdings Corp,USD,NASDAQ,XNGS,United States,Common Stock
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,USD,NASDAQ,XNMS,United States,Preferred Stock
ATLCP,Atlanticus Holdings Corporation,USD,NASDAQ,XNGS,United States,Common Stock
ATLO,Ames National Corp,USD,NASDAQ,XNCM,United States,Common Stock
ATLX,Atlas Lithium Corporation,USD,NASDAQ,XNCM,United States,Common Stock
ATMC,ALPHATIME ACQUISITION CORP,USD,NASDAQ,XNMS,United States,Common Stock
ATMCR,AlphaTime Acquisition Corp Right,USD,NASDAQ,XNMS,United States,Common Stock
ATMCU,AlphaTime Acquisition Corp,USD,NASDAQ,XNMS,United States,Common Stock
ATMCW,AlphaTime Acquisition Corp Warrant,USD,NASDAQ,XNMS,United States,Common Stock
ATMV,AlphaVest Acquisition Corp,USD,NASDAQ,XNMS,United States,Common Stock
ATMVR,AlphaVest Acquisition Corp Right,USD,NASDAQ,XNMS,United States,Common Stock
ATMVU,AlphaVest Acquisition Corp,USD,NASDAQ,XNMS,United States,Common Stock
ATNF,180 Life Sciences Corp.,USD,NASDAQ,XNCM,United States,Common Stock
ATNFW,CannBioRx Life Sciences Corp.,USD,NASDAQ,XNCM,United States,Common Stock
ATNI,ATN International Inc,USD,NASDAQ,XNGS,United States,Common Stock
ATNX,Athenex Inc,USD,NASDAQ,XNGS,United States,Common Stock
ATOM,Atomera Inc,USD,NASDAQ,XNCM,United States,Common Stock
ATOS,Atossa Genetics Inc,USD,NASDAQ,XNCM,United States,Common Stock
ATRA,Atara Biotherapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock
ATRC,AtriCure Inc,USD,NASDAQ,XNMS,United States,Common Stock
ATRI,Atrion Corp,USD,NASDAQ,XNGS,United States,Common Stock
ATRO,Astronics Corp,USD,NASDAQ,XNGS,United States,Common Stock
ATSG,Air Transport Services Group Inc,USD,NASDAQ,XNGS,United States,Common Stock
ATVCU,Tribe Capital Growth Corp I,USD,NASDAQ,XNCM,United States,Unit
ATVI,Activision Blizzard Inc,USD,NASDAQ,XNGS,United States,Common Stock
ATXG,Addentax Group Corp,USD,NASDAQ,XNCM,United States,Common Stock
ATXI,Avenue Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock
ATXS,"Astria Therapeutics, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
ATY,AcuityAds Holdings Inc.,USD,NASDAQ,XNCM,United States,Common Stock
AUBAP,Atlantic Union Bankshares Corporation,USD,NASDAQ,XNGS,United States,Common Stock
AUBN,Auburn National Bancorporation Inc,USD,NASDAQ,XNMS,United States,Common Stock
AUDC,AudioCodes Ltd,USD,NASDAQ,XNGS,United States,Common Stock
AUGX,"Augmedix, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
AUID,Ipsidy Inc.,USD,NASDAQ,XNCM,United States,Common Stock
AUPH,Aurinia Pharmaceuticals Inc,USD,NASDAQ,XNMS,United States,Common Stock
AUR,"Aurora Innovation, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
AURA,"Aura Biosciences, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
AURC,Aurora Acquisition Corp.,USD,NASDAQ,XNCM,United States,Common Stock
AURCU,Aurora Acquisition Corp.,USD,NASDAQ,XNCM,United States,Unit
AUROW,"Aurora Innovation, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
AUTL,Autolus Therapeutics PLC,USD,NASDAQ,XNGS,United States,Depositary Receipt
AUUD,Auddia Inc.,USD,NASDAQ,XNCM,United States,Common Stock
AUUDW,Auddia Inc.,USD,NASDAQ,XNCM,United States,Common Stock
AUVI,"Applied UV, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
AUVIP,"Applied UV, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
AVAC,Avalon Acquisition Inc.,USD,NASDAQ,XNMS,United States,Common Stock
AVACU,Avalon Acquisition Inc.,USD,NASDAQ,XNMS,United States,Unit
AVACW,Avalon Acquisition Inc.,USD,NASDAQ,XNMS,United States,Common Stock
AVAH,Aveanna Healthcare Holdings Inc.,USD,NASDAQ,XNGS,United States,Common Stock
AVAV,Aerovironment Inc,USD,NASDAQ,XNGS,United States,Common Stock
AVCO,Avalon GloboCare Corp,USD,NASDAQ,XNAS,United States,Common Stock
AVCT,American Virtual Cloud Technologies Inc,USD,NASDAQ,XNCM,United States,Common Stock
AVCTW,American Virtual Cloud Technologies Inc,USD,NASDAQ,XNCM,United States,Common Stock
AVDL,Avadel Pharmaceuticals PLC,USD,NASDAQ,XNMS,United States,Depositary Receipt
AVDR,Avedro Inc,USD,NASDAQ,XNMS,United States,Common Stock
AVDX,"AvidXchange Holdings, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
AVEO,AVEO Pharmaceuticals Inc,USD,NASDAQ,XNCM,United States,Common Stock
AVGO,Broadcom Inc,USD,NASDAQ,XNGS,United States,Common Stock
AVGR,Avangardco Investments Public Ltd,USD,NASDAQ,XNCM,United States,Common Stock
AVHI,Achari Ventures Holdings Corp. I,USD,NASDAQ,XNMS,United States,Common Stock
AVHIU,Achari Ventures Holdings Corp. I,USD,NASDAQ,XNMS,United States,Unit
AVHIW,Achari Ventures Holdings Corp. I,USD,NASDAQ,XNMS,United States,Common Stock
AVID,Avid Technology Inc,USD,NASDAQ,XNGS,United States,Common Stock
AVIR,Atea Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock
AVNW,Aviat Networks Inc,USD,NASDAQ,XNGS,United States,Common Stock
AVO,Mission Produce Inc,USD,NASDAQ,XNGS,United States,Common Stock
AVPT,"AvePoint, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
AVPTW,AvePoint Inc,USD,NASDAQ,XNGS,United States,Common Stock
AVRO,Avrobio Inc,USD,NASDAQ,XNGS,United States,Common Stock
AVT,Avnet Inc,USD,NASDAQ,XNGS,United States,Common Stock
AVTA,"Blucora, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
AVTE,"Aerovate Therapeutics, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
AVTX,"Avalo Therapeutics, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
AVXL,Anavex Life Sciences Corp,USD,NASDAQ,XNGS,United States,Common Stock
AWH,Aspira Women's Health Inc.,USD,NASDAQ,XNCM,United States,Common Stock
AWRE,Aware Inc-MA,USD,NASDAQ,XNMS,United States,Common Stock
AXDX,Accelerate Diagnostics Inc,USD,NASDAQ,XNCM,United States,Common Stock
AXGN,AxoGen Inc,USD,NASDAQ,XNCM,United States,Common Stock
AXLA,Axcella Health Inc,USD,NASDAQ,XNMS,United States,Common Stock
AXNX,Axonics Modulation Technologies Inc,USD,NASDAQ,XNGS,United States,Common Stock
AXON,"Axon Enterprise, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
AXSM,Axsome Therapeutics Inc,USD,NASDAQ,XNMS,United States,Common Stock
AXTI,AXT Inc,USD,NASDAQ,XNGS,United States,Common Stock
AY,Atlantica Yield plc,USD,NASDAQ,XNGS,United States,Common Stock
AYRO,"Ayro, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
AYTU,Aytu BioScience Inc,USD,NASDAQ,XNCM,United States,Common Stock
AZ,A2Z Smart Technologies Corp.,USD,NASDAQ,XNCM,United States,Common Stock
AZN,AstraZeneca PLC,USD,NASDAQ,XNGS,United States,Depositary Receipt
AZPN,Aspen Technology Inc,USD,NASDAQ,XNGS,United States,Common Stock
AZRX,AzurRx BioPharma Inc,USD,NASDAQ,XNCM,United States,Common Stock
AZTA,"Azenta, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
AZYO,Aziyo Biologics Inc,USD,NASDAQ,XNCM,United States,Common Stock
BACK,"IMAC Holdings, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
BAER,"Bridger Aerospace Group Holdings, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
BAERW,"Bridger Aerospace Group Holdings, Inc. Warrant",USD,NASDAQ,XNMS,United States,Common Stock
BAFN,BayFirst Financial Corp.,USD,NASDAQ,XNCM,United States,Common Stock
BAND,Bandwidth Inc,USD,NASDAQ,XNGS,United States,Common Stock
BANF,BancFirst Corp,USD,NASDAQ,XNGS,United States,Common Stock
BANFP,BFC Capital Trust II,USD,NASDAQ,XNGS,United States,Preferred Stock
BANR,Banner Corp,USD,NASDAQ,XNGS,United States,Common Stock
BANX,StoneCastle Financial Corp,USD,NASDAQ,XNGS,United States,Common Stock
BAOS,Baosheng Media Group Holdings Limited Ordinary shares,USD,NASDAQ,XNCM,United States,Common Stock
BASE,"Couchbase, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
BATRA,Liberty Media Corp-Liberty Braves,USD,NASDAQ,XNGS,United States,Common Stock
BATRK,Liberty Media Corp-Liberty Braves,USD,NASDAQ,XNGS,United States,Common Stock
BBBY,Bed Bath & Beyond Inc,USD,NASDAQ,XNGS,United States,Common Stock
BBCP,Concrete Pumping Holdings Inc,USD,NASDAQ,XNCM,United States,Common Stock
BBGI,Beasley Broadcast Group Inc,USD,NASDAQ,XNMS,United States,Common Stock
BBIG,"Vinco Ventures, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
BBIO,Bridgebio Pharma Inc,USD,NASDAQ,XNGS,United States,Common Stock
BBLG,Bone Biologics Corp,USD,NASDAQ,XNCM,United States,Common Stock
BBLGW,Bone Biologics Corporation,USD,NASDAQ,XNCM,United States,Common Stock
BBQ,BBQ Holdings Inc,USD,NASDAQ,XNGS,United States,Common Stock
BBSI,Barrett Business Services Inc,USD,NASDAQ,XNGS,United States,Common Stock
BCAB,"BioAtla, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
BCAN,BYND Cannasoft Enterprises Inc.,USD,NASDAQ,XNCM,United States,Common Stock
BCBP,BCB Bancorp Inc,USD,NASDAQ,XNMS,United States,Common Stock
BCDA,BioCardia Inc,USD,NASDAQ,XNCM,United States,Common Stock
BCDAW,"BioCardia, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
BCEL,Atreca Inc,USD,NASDAQ,XNGS,United States,Common Stock
BCLI,BrainStorm Cell Therapeutics Inc,USD,NASDAQ,XNCM,United States,Common Stock
BCML,Baycom Corp,USD,NASDAQ,XNGS,United States,Common Stock
BCOR,Blucora Inc,USD,NASDAQ,XNGS,United States,Common Stock
BCOV,Brightcove Inc,USD,NASDAQ,XNGS,United States,Common Stock
BCOW,1895 Bancorp of Wisconsin Inc,USD,NASDAQ,XNCM,United States,Common Stock
BCPC,Balchem Corp,USD,NASDAQ,XNGS,United States,Common Stock
BCRX,BioCryst Pharmaceuticals Inc,USD,NASDAQ,XNGS,United States,Common Stock
BCSA,Blockchain Coinvestors Acquisition Corp. I,USD,NASDAQ,XNMS,United States,Common Stock
BCSAU,Blockchain Coinvestors Acquisition Corp. I,USD,NASDAQ,XNMS,United States,Unit
BCSAW,Blockchain Coinvestors Acquisition Corp. I,USD,NASDAQ,XNMS,United States,Common Stock
BCTX,BriaCell Therapeutics Corp.,USD,NASDAQ,XNCM,United States,Common Stock
BCTXW,BriaCell Therapeutics Corp.,USD,NASDAQ,XNCM,United States,Common Stock
BCYC,Bicycle Therapeutics Ltd,USD,NASDAQ,XNGS,United States,Depositary Receipt
BDSI,BioDelivery Sciences International Inc,USD,NASDAQ,XNCM,United States,Common Stock
BDSX,Biodesix Inc,USD,NASDAQ,XNMS,United States,Common Stock
BDTX,Black Diamond Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock
BEAM,Beam Therapeutics Inc,USD,NASDAQ,XNGS,United States,Common Stock
BEAT,BioTelemetry Inc,USD,NASDAQ,XNCM,United States,Common Stock
BEATW,"HeartBeam, Inc.",USD,NASDAQ,XNCM,United States,Common Stock
BECN,Beacon Roofing Supply Inc,USD,NASDAQ,XNGS,United States,Common Stock
BEEM,Beam Global,USD,NASDAQ,XNCM,United States,Common Stock
BEEMW,Beam Global,USD,NASDAQ,XNCM,United States,Common Stock
BELFA,Bel Fuse Inc,USD,NASDAQ,XNGS,United States,Common Stock
BELFB,Bel Fuse Inc,USD,NASDAQ,XNGS,United States,Common Stock
BFC,Bank First Corp,USD,NASDAQ,XNCM,United States,Common Stock
BFI,"BurgerFi International, Inc.",USD,NASDAQ,XNMS,United States,Common Stock
BFIIW,"BurgerFi International, LLC",USD,NASDAQ,XNMS,United States,Common Stock
BFIN,BankFinancial Corp,USD,NASDAQ,XNGS,United States,Common Stock
BFL,2,USD,NASDAQ,XNCM,United States,Common Stock
BFRG,"Bullfrog AI Holdings, Inc. Common Stock",USD,NASDAQ,XNCM,United States,Common Stock
BFRGW,"Bullfrog AI Holdings, Inc. Warrants",USD,NASDAQ,XNMS,United States,Common Stock
BFRI,Biofrontera Inc.,USD,NASDAQ,XNCM,United States,Common Stock
BFRIW,Biofrontera Inc.,USD,NASDAQ,XNMS,United States,Common Stock
BFST,Business First Bancshares Inc,USD,NASDAQ,XNGS,United States,Common Stock
BGCP,BGC Partners Inc,USD,NASDAQ,XNGS,United States,Common Stock
BGFV,Big 5 Sporting Goods Corp,USD,NASDAQ,XNGS,United States,Common Stock
BGNE,BeiGene Ltd,USD,NASDAQ,XNGS,United States,Depositary Receipt
BGRY,"Berkshire Grey, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
BGRYW,"Berkshire Grey, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
BGXX,Bright Green Corporation,USD,NASDAQ,XNCM,United States,Common Stock
BHAC,Crixus BH3 Acquisition Company,USD,NASDAQ,XNMS,United States,Common Stock
BHACU,Crixus BH3 Acquisition Company,USD,NASDAQ,XNMS,United States,Unit
BHAT,Blue Hat Interactive Entertainment Technology,USD,NASDAQ,XNCM,United States,Common Stock
BHF,Brighthouse Financial Inc,USD,NASDAQ,XNGS,United States,Common Stock
BHFAM,"Brighthouse Financial, Inc. - D",USD,NASDAQ,XNGS,United States,Preferred Stock
BHFAN,"Brighthouse Financial, Inc.",USD,NASDAQ,XNGS,United States,Common Stock
